dataset,target_radius,method,seed,final_rauc
mammography,2.0000,bgr,59,0.988000
breast-w,2.0000,uniform,30,0.951531
breast-w,2.0000,fixed,30,0.967092
breast-w,2.0000,bgr,30,0.947959
breast-w,2.0000,uniform,31,0.966327
breast-w,2.0000,fixed,31,0.956633
breast-w,2.0000,bgr,31,0.971684
breast-w,2.0000,uniform,32,0.966327
breast-w,2.0000,fixed,32,0.958929
breast-w,2.0000,bgr,32,0.969898
breast-w,2.0000,uniform,33,0.944133
breast-w,2.0000,fixed,33,0.947959
breast-w,2.0000,bgr,33,0.943367
breast-w,2.0000,uniform,34,0.930102
breast-w,2.0000,fixed,34,0.931122
breast-w,2.0000,bgr,34,0.946939
breast-w,2.0000,uniform,35,0.975000
breast-w,2.0000,fixed,35,0.962245
breast-w,2.0000,bgr,35,0.977041
breast-w,2.0000,uniform,36,0.958163
breast-w,2.0000,fixed,36,0.951531
breast-w,2.0000,bgr,36,0.936480
breast-w,2.0000,uniform,37,0.959694
breast-w,2.0000,fixed,37,0.974235
breast-w,2.0000,bgr,37,0.980867
breast-w,2.0000,uniform,38,0.931378
breast-w,2.0000,fixed,38,0.955612
breast-w,2.0000,bgr,38,0.953827
breast-w,2.0000,uniform,39,0.943622
breast-w,2.0000,fixed,39,0.956888
breast-w,2.0000,bgr,39,0.951276
breast-w,2.0000,uniform,40,0.944898
breast-w,2.0000,fixed,40,0.964541
breast-w,2.0000,bgr,40,0.960459
breast-w,2.0000,uniform,41,0.939286
breast-w,2.0000,fixed,41,0.928827
breast-w,2.0000,bgr,41,0.946939
breast-w,2.0000,uniform,42,0.952041
breast-w,2.0000,fixed,42,0.957653
breast-w,2.0000,bgr,42,0.956633
breast-w,2.0000,uniform,43,0.977041
breast-w,2.0000,fixed,43,0.970153
breast-w,2.0000,bgr,43,0.968112
breast-w,2.0000,uniform,44,0.964031
breast-w,2.0000,fixed,44,0.915816
breast-w,2.0000,bgr,44,0.945153
breast-w,2.0000,uniform,45,0.970408
breast-w,2.0000,fixed,45,0.957908
breast-w,2.0000,bgr,45,0.929082
breast-w,2.0000,uniform,46,0.965561
breast-w,2.0000,fixed,46,0.968112
breast-w,2.0000,bgr,46,0.966327
breast-w,2.0000,uniform,47,0.951531
breast-w,2.0000,fixed,47,0.979337
breast-w,2.0000,bgr,47,0.973980
breast-w,2.0000,uniform,48,0.967602
breast-w,2.0000,fixed,48,0.964541
breast-w,2.0000,bgr,48,0.964031
breast-w,2.0000,uniform,49,0.926276
breast-w,2.0000,fixed,49,0.934949
breast-w,2.0000,bgr,49,0.970663
breast-w,2.0000,uniform,50,0.960459
breast-w,2.0000,fixed,50,0.957908
breast-w,2.0000,bgr,50,0.975255
breast-w,2.0000,uniform,51,0.952806
breast-w,2.0000,fixed,51,0.949490
breast-w,2.0000,bgr,51,0.947959
breast-w,2.0000,uniform,52,0.946939
breast-w,2.0000,fixed,52,0.950765
breast-w,2.0000,bgr,52,0.961735
breast-w,2.0000,uniform,53,0.940816
breast-w,2.0000,fixed,53,0.972704
breast-w,2.0000,bgr,53,0.973980
breast-w,2.0000,uniform,54,0.963010
breast-w,2.0000,fixed,54,0.963010
breast-w,2.0000,bgr,54,0.965306
breast-w,2.0000,uniform,55,0.954082
breast-w,2.0000,fixed,55,0.953827
breast-w,2.0000,bgr,55,0.961990
breast-w,2.0000,uniform,56,0.952806
breast-w,2.0000,fixed,56,0.964286
breast-w,2.0000,bgr,56,0.948469
breast-w,2.0000,uniform,57,0.951276
breast-w,2.0000,fixed,57,0.926276
breast-w,2.0000,bgr,57,0.984184
breast-w,2.0000,uniform,58,0.942602
breast-w,2.0000,fixed,58,0.942347
breast-w,2.0000,bgr,58,0.926020
breast-w,2.0000,uniform,59,0.963776
breast-w,2.0000,fixed,59,0.960204
breast-w,2.0000,bgr,59,0.971939
haberman,2.0000,uniform,30,0.704282
haberman,2.0000,fixed,30,0.679398
haberman,2.0000,bgr,30,0.731481
haberman,2.0000,uniform,31,0.514468
haberman,2.0000,fixed,31,0.732060
haberman,2.0000,bgr,31,0.624421
haberman,2.0000,uniform,32,0.502894
haberman,2.0000,fixed,32,0.727431
haberman,2.0000,bgr,32,0.731481
haberman,2.0000,uniform,33,0.600116
haberman,2.0000,fixed,33,0.684606
haberman,2.0000,bgr,33,0.731481
haberman,2.0000,uniform,34,0.618634
haberman,2.0000,fixed,34,0.616898
haberman,2.0000,bgr,34,0.734954
haberman,2.0000,uniform,35,0.722222
haberman,2.0000,fixed,35,0.622685
haberman,2.0000,bgr,35,0.731481
haberman,2.0000,uniform,36,0.652199
haberman,2.0000,fixed,36,0.701389
haberman,2.0000,bgr,36,0.731481
haberman,2.0000,uniform,37,0.718750
haberman,2.0000,fixed,37,0.679398
haberman,2.0000,bgr,37,0.731481
haberman,2.0000,uniform,38,0.546296
haberman,2.0000,fixed,38,0.581597
haberman,2.0000,bgr,38,0.731481
haberman,2.0000,uniform,39,0.701968
haberman,2.0000,fixed,39,0.728588
haberman,2.0000,bgr,39,0.731481
haberman,2.0000,uniform,40,0.587384
haberman,2.0000,fixed,40,0.751736
haberman,2.0000,bgr,40,0.731481
haberman,2.0000,uniform,41,0.736690
haberman,2.0000,fixed,41,0.497685
haberman,2.0000,bgr,41,0.731481
haberman,2.0000,uniform,42,0.684606
haberman,2.0000,fixed,42,0.615741
haberman,2.0000,bgr,42,0.731481
haberman,2.0000,uniform,43,0.702546
haberman,2.0000,fixed,43,0.575231
haberman,2.0000,bgr,43,0.731481
haberman,2.0000,uniform,44,0.508681
haberman,2.0000,fixed,44,0.669560
haberman,2.0000,bgr,44,0.731481
haberman,2.0000,uniform,45,0.695023
haberman,2.0000,fixed,45,0.712963
haberman,2.0000,bgr,45,0.731481
haberman,2.0000,uniform,46,0.653356
haberman,2.0000,fixed,46,0.717014
haberman,2.0000,bgr,46,0.725694
haberman,2.0000,uniform,47,0.670139
haberman,2.0000,fixed,47,0.731481
