dataset,target_radius,method,seed,final_rauc
pc1,2.0000,uniform,7,0.902000
pc1,2.0000,fixed,7,0.924250
pc1,2.0000,bgr,7,0.804500
pc1,2.0000,uniform,8,0.926250
pc1,2.0000,fixed,8,0.903750
pc1,2.0000,bgr,8,0.935750
pc1,2.0000,uniform,9,0.912000
pc1,2.0000,fixed,9,0.912000
pc1,2.0000,bgr,9,0.940000
pc1,2.0000,uniform,10,0.913500
pc1,2.0000,fixed,10,0.894500
pc1,2.0000,bgr,10,0.774000
pc1,2.0000,uniform,11,0.899250
pc1,2.0000,fixed,11,0.932000
pc1,2.0000,bgr,11,0.936500
pc1,2.0000,uniform,12,0.931250
pc1,2.0000,fixed,12,0.916250
pc1,2.0000,bgr,12,0.925750
pc1,2.0000,uniform,13,0.933500
pc1,2.0000,fixed,13,0.917000
pc1,2.0000,bgr,13,0.816500
pc1,2.0000,uniform,14,0.907250
pc1,2.0000,fixed,14,0.932500
pc1,2.0000,bgr,14,0.940000
pc1,2.0000,uniform,15,0.910000
pc1,2.0000,fixed,15,0.909250
pc1,2.0000,bgr,15,0.931500
pc1,2.0000,uniform,16,0.885500
pc1,2.0000,fixed,16,0.921000
pc1,2.0000,bgr,16,0.917250
pc1,2.0000,uniform,17,0.913500
pc1,2.0000,fixed,17,0.933250
pc1,2.0000,bgr,17,0.879750
pc1,2.0000,uniform,18,0.932000
pc1,2.0000,fixed,18,0.845250
pc1,2.0000,bgr,18,0.927000
pc1,2.0000,uniform,19,0.920000
pc1,2.0000,fixed,19,0.918500
pc1,2.0000,bgr,19,0.948000
pc1,2.0000,uniform,20,0.913250
pc1,2.0000,fixed,20,0.879250
pc1,2.0000,bgr,20,0.838500
pc1,2.0000,uniform,21,0.895000
pc1,2.0000,fixed,21,0.928000
pc1,2.0000,bgr,21,0.925750
pc1,2.0000,uniform,22,0.768750
pc1,2.0000,fixed,22,0.940500
pc1,2.0000,bgr,22,0.936000
pc1,2.0000,uniform,23,0.823000
pc1,2.0000,fixed,23,0.904000
pc1,2.0000,bgr,23,0.923250
pc1,2.0000,uniform,24,0.793000
pc1,2.0000,fixed,24,0.926250
pc1,2.0000,bgr,24,0.854250
pc1,2.0000,uniform,25,0.689500
pc1,2.0000,fixed,25,0.957500
pc1,2.0000,bgr,25,0.963750
pc1,2.0000,uniform,26,0.901250
pc1,2.0000,fixed,26,0.878750
pc1,2.0000,bgr,26,0.920000
pc1,2.0000,uniform,27,0.909250
pc1,2.0000,fixed,27,0.913250
pc1,2.0000,bgr,27,0.944000
pc1,2.0000,uniform,28,0.889000
pc1,2.0000,fixed,28,0.928500
pc1,2.0000,bgr,28,0.821000
pc1,2.0000,uniform,29,0.896250
pc1,2.0000,fixed,29,0.903500
pc1,2.0000,bgr,29,0.877500
phoneme,2.0000,uniform,0,0.626500
phoneme,2.0000,fixed,0,0.702000
phoneme,2.0000,bgr,0,0.695500
phoneme,2.0000,uniform,1,0.741250
phoneme,2.0000,fixed,1,0.738500
phoneme,2.0000,bgr,1,0.732000
phoneme,2.0000,uniform,2,0.746500
phoneme,2.0000,fixed,2,0.755000
phoneme,2.0000,bgr,2,0.801500
phoneme,2.0000,uniform,3,0.762500
phoneme,2.0000,fixed,3,0.677750
phoneme,2.0000,bgr,3,0.757750
phoneme,2.0000,uniform,4,0.680250
phoneme,2.0000,fixed,4,0.681000
